rank,rider,team,b,p,year,distance_km,number_of_stages,time_sec,time_gap_to_winner_sec,result_type
62,GONZALO AJA,REYNOLDS-TS BATTERIES,,,1985,4109,24,413326,5063,time
63,LUDWIG WIJNANTS,Tönissteiner - TW Rock - BASF - Humo,,,1985,4109,24,413339,5076,time
64,MARC DURANT,ZOR,,,1985,4109,24,413370,5107,time
65,JEAN-CLAUDE BAGOT,FAGOR,,,1985,4109,24,413400,5137,time
66,HERMAN LOAIZA,CAFÉ DE COLOMBIA-VARTA-MAVIC,,,1985,4109,24,413465,5202,time
67,THIERRY MARIE,RENAULT-ELF,,,1985,4109,24,413533,5270,time
68,YVAN FREBERT,PEUGEOT-SHELL-MICHELIN,,,1985,4109,24,413714,5451,time
69,JEAN-LOUIS GAUTHIER,LA REDOUTE,,,1985,4109,24,413731,5468,time
70,RUDY ROGIERS,HITACHI-SUNAIR-SPLENDOR,,,1985,4109,24,413881,5618,time
71,CHRISTIAN JOURDAN,LA VIE CLAIRE-WONDER-RADAR,,,1985,4109,24,413934,5671,time
73,CARLOS JARAMILLO,CAFÉ DE COLOMBIA-VARTA-MAVIC,,,1985,4109,24,414195,5932,time
75,JOHAN LAMMERTS,PANASONIC-RALEIGH,,,1985,4109,24,414275,6012,time
76,CARLOS HERNANDEZ,REYNOLDS-TS BATTERIES,,,1985,4109,24,414290,6027,time
77,RENÉ BITTINGER,SKIL-SEM-KAS-MIKO,,,1985,4109,24,414295,6032,time
78,JOËL PELIER,SKIL-SEM-KAS-MIKO,,,1985,4109,24,414476,6213,time
79,LÉO VAN VLIET,KWANTUM HALLEN-DECOSOL,,,1985,4109,24,414513,6250,time
80,THÉO DE ROOY,PANASONIC-RALEIGH,,,1985,4109,24,414765,6502,time
81,FRANÇOIS LEMARCHAND,FAGOR,,,1985,4109,24,414903,6640,time
82,HENK LUBBERDING,PANASONIC-RALEIGH,,,1985,4109,24,414971,6708,time
83,ANASTASIO GRECIANO,SEAT-ORBEA,,,1985,4109,24,415070,6807,time
84,MAARTEN DUCROT,KWANTUM HALLEN-DECOSOL,,,1985,4109,24,415100,6837,time
85,JÉSUS HERNANDEZ-UBEDA,REYNOLDS-TS BATTERIES,,,1985,4109,24,415116,6853,time
86,ALAN PEIPER,PEUGEOT-SHELL-MICHELIN,,,1985,4109,24,415277,7014,time
87,ERIC VANDERAERDEN,PANASONIC-RALEIGH,,,1985,4109,24,415379,7116,time
88,ADRI VAN HOUWELINGEN,VERANDALUX-NISSAN-DRIES-ROSSIN,,,1985,4109,24,415435,7172,time
89,CZESLAW LANG,CARRERA JEANS-INOXPRAN,,,1985,4109,24,415512,7249,time
90,PHILIPPE POISSONNIER,SKIL-SEM-KAS-MIKO,,,1985,4109,24,415513,7250,time
91,HENRI MANDERS,KWANTUM HALLEN-DECOSOL,,,1985,4109,24,415564,7301,time
92,PIERRE LE BIGAULT,LA REDOUTE,,,1985,4109,24,415576,7313,time
93,WIM VAN EYNDE,LOTTO-EDDY MERCKX-CAMPAGNOLO,,,1985,4109,24,415578,7315,time
94,IMANOL MURGA,SEAT-ORBEA,,,1985,4109,24,415596,7333,time
95,ELIO FESTA,SANTINI-SELLE ITALIA-CONTI-GALLI,,,1985,4109,24,415604,7341,time
96,MICHEL DERNIES,LOTTO-EDDY MERCKX-CAMPAGNOLO,,,1985,4109,24,415817,7554,time
97,CLAUDIO FASOLO,SANTINI-SELLE ITALIA-CONTI-GALLI,,,1985,4109,24,415818,7555,time
98,HUBERT LINARD,PEUGEOT-SHELL-MICHELIN,,,1985,4109,24,415880,7617,time
99,MARC GOMEZ,LA VIE CLAIRE-WONDER-RADAR,,,1985,4109,24,415889,7626,time
100,RÉGIS SIMON,LA REDOUTE,,,1985,4109,24,416006,7743,time
101,RUDY DHAENENS,HITACHI-SUNAIR-SPLENDOR,,,1985,4109,24,416026,7763,time
102,GUY GALLOPIN,SKIL-SEM-KAS-MIKO,,,1985,4109,24,416026,7763,time
103,ALOIS WOUTERS,Tönissteiner - TW Rock - BASF - Humo,,,1985,4109,24,416039,7776,time
104,JAN VAN HOUWELINGEN,VERANDALUX-NISSAN-DRIES-ROSSIN,,,1985,4109,24,416093,7830,time
105,GIANCARLO PERINI,CARRERA JEANS-INOXPRAN,,,1985,4109,24,416103,7840,time
106,AD WIJNANDS,KWANTUM HALLEN-DECOSOL,,,1985,4109,24,416131,7868,time
107,VICENTE OTIN,SEAT-ORBEA,,,1985,4109,24,416183,7920,time
108,PATRICK TOELEN,HITACHI-SUNAIR-SPLENDOR,,,1985,4109,24,416204,7941,time
109,ANSELMO FUERTE,ZOR,,,1985,4109,24,416205,7942,time
110,GERRIT SOLLEVELD,KWANTUM HALLEN-DECOSOL,,,1985,4109,24,416215,7952,time
111,RUDY PATRY,Tönissteiner - TW Rock - BASF - Humo,,,1985,4109,24,416469,8206,time
112,GUIDO BONTEMPI,CARRERA JEANS-INOXPRAN,,,1985,4109,24,416498,8235,time
113,GUY NULENS,PANASONIC-RALEIGH,,,1985,4109,24,416643,8380,time
114,ERICH MAECHLER,CARRERA JEANS-INOXPRAN,,,1985,4109,24,416678,8415,time
115,JELLE NIJDAM,KWANTUM HALLEN-DECOSOL,,,1985,4109,24,416762,8499,time
116,DOMINIQUE GAIGNE,RENAULT-ELF,,,1985,4109,24,416866,8603,time
117,JEAN-MARIE WAMPERS,HITACHI-SUNAIR-SPLENDOR,,,1985,4109,24,416962,8699,time
118,NESTOR MORA,CAFÉ DE COLOMBIA-VARTA-MAVIC,,,1985,4109,24,417164,8901,time
119,FERDI VAN DEN HAUTE,LA REDOUTE,,,1985,4109,24,417197,8934,time
120,BERTRAM SEGER,Tönissteiner - TW Rock - BASF - Humo,,,1985,4109,24,417648,9385,time
121,ALAIN BONDUE,LA REDOUTE,,,1985,4109,24,417689,9426,time
122,SEAN YATES,PEUGEOT-SHELL-MICHELIN,,,1985,4109,24,417719,9456,time
123,ANDRÉ LURQUIN,Tönissteiner - TW Rock - BASF - Humo,,,1985,4109,24,417747,9484,time
124,JOS JACOBS,VERANDALUX-NISSAN-DRIES-ROSSIN,,,1985,4109,24,417797,9534,time
125,JOSÉ DEL RAMO,SEAT-ORBEA,,,1985,4109,24,417843,9580,time
126,LUDO DE KEULENAER,PANASONIC-RALEIGH,,,1985,4109,24,417855,9592,time
127,ERIC McKENZIE,LOTTO-EDDY MERCKX-CAMPAGNOLO,,,1985,4109,24,417904,9641,time
128,JOSÉ-SALVADOR SANCHIS,SEAT-ORBEA,,,1985,4109,24,417961,9698,time
129,BENNY VAN BRABANT,Tönissteiner - TW Rock - BASF - Humo,,,1985,4109,24,418358,10095,time
130,JOS LIECKENS,LOTTO-EDDY MERCKX-CAMPAGNOLO,,,1985,4109,24,418358,10095,time
131,ETIENNE DE BEULE,VERANDALUX-NISSAN-DRIES-ROSSIN,,,1985,4109,24,418541,10278,time
132,FRANCIS CASTAING,PEUGEOT-SHELL-MICHELIN,,,1985,4109,24,418891,10628,time
133,MICHEL BIBOLLET,FAGOR,,,1985,4109,24,419092,10829,time
135,RUDY MATTHIJS,HITACHI-SUNAIR-SPLENDOR,,,1985,4109,24,419256,10993,time
136,JAN BAEYENS,LOTTO-EDDY MERCKX-CAMPAGNOLO,,,1985,4109,24,419639,11376,time
137,JAN BOGAERT,VERANDALUX-NISSAN-DRIES-ROSSIN,,,1985,4109,24,419758,11495,time
138,PHILIPPE LAURAIRE,FAGOR,,,1985,4109,24,419963,11700,time
139,GIULIANO PAVANELLO,SANTINI-SELLE ITALIA-CONTI-GALLI,,,1985,4109,24,420063,11800,time
140,PETER PIETERS,ZOR,,,1985,4109,24,420607,12344,time
141,PAUL SHERWEN,LA REDOUTE,,,1985,4109,24,420756,12493,time
142,PATRICK ONNOCKX,LOTTO-EDDY MERCKX-CAMPAGNOLO,,,1985,4109,24,420828,12565,time
143,ROBERTO BRESSAN,SANTINI-SELLE ITALIA-CONTI-GALLI,,,1985,4109,24,421783,13520,time
144,MANRICO RONCHIATO,SANTINI-SELLE ITALIA-CONTI-GALLI,,,1985,4109,24,423491,15228,time
1,GREG LEMOND,LA VIE CLAIRE-WONDER-RADAR,,,1986,4094,24,398119,0,time
2,BERNARD HINAULT,LA VIE CLAIRE-WONDER-RADAR,,,1986,4094,24,398309,190,time
3,URS ZIMMERMANN,CARRERA JEANS,,,1986,4094,24,398773,654,time
4,ANDREW ''ANDY'' HAMPSTEN,LA VIE CLAIRE-WONDER-RADAR,,,1986,4094,24,399243,1124,time
5,ERIC CARITOUX,FAGOR,,,1986,4094,24,399595,1476,time
6,RONAN PENSEC,PEUGEOT-SHELL,,,1986,4094,24,399678,1559,time
7,NIKI RUTTIMAN,LA VIE CLAIRE-WONDER-RADAR,,,1986,4094,24,399971,1852,time
8,ALVARO PINO,ZOR-BH,,,1986,4094,24,400099,1980,time
9,STEVEN ROOKS,PDM,,,1986,4094,24,400121,2002,time
10,YVON MADIOT,SYSTEME U,,,1986,4094,24,400126,2007,time
11,SAMUEL CABRERA,REYNOLDS-TS BATTERIES,,,1986,4094,24,400247,2128,time
12,JEAN-FRANÇOIS BERNARD,LA VIE CLAIRE-WONDER-RADAR,,,1986,4094,24,400264,2145,time
13,PASCAL SIMON,PEUGEOT-SHELL,,,1986,4094,24,400383,2264,time
14,EDUARDO CHOZAS OLMO,TEKA,,,1986,4094,24,400447,2328,time
15,REYNEL MONTOYA,POSTOBON,,,1986,4094,24,400855,2736,time
16,CHARLY MOTTET,SYSTEME U,,,1986,4094,24,400877,2758,time
17,THIERRY CLAVEYROLAT,RMO-MERAL-MAVIC,,,1986,4094,24,400879,2760,time
18,MARINO LEJARETTA,SEAT-ORBEA,,,1986,4094,24,401068,2949,time
19,JEAN-CLAUDE BAGOT,FAGOR,,,1986,4094,24,401217,3098,time
21,PATROCINIO JIMENEZ,CAFÉ DE COLOMBIA-PILAS VARTA,,,1986,4094,24,401461,3342,time
22,LUIS ''LUCHO'' HERRERA,CAFÉ DE COLOMBIA-PILAS VARTA,,,1986,4094,24,401479,3360,time
23,STEVE BAUER,LA VIE CLAIRE-WONDER-RADAR,,,1986,4094,24,401481,3362,time
24,JOOP ZOETEMELK,KWANTUM HALLEN-DECOSOL,,,1986,4094,24,401543,3424,time
25,JÉSUS BLANCO-VILLAR,TEKA,,,1986,4094,24,401915,3796,time
26,JEAN-RENÉ BERNAUDEAU,FAGOR,,,1986,4094,24,401955,3836,time
27,ALFONSO FLORES,CAFÉ DE COLOMBIA-PILAS VARTA,,,1986,4094,24,402073,3954,time
28,BERNARD GAVILLET,SYSTEME U,,,1986,4094,24,402216,4097,time
29,PETER STEVENHAAGEN,PDM,,,1986,4094,24,402359,4240,time
30,JOKIN MUJIKA,SEAT-ORBEA,,,1986,4094,24,402380,4261,time
31,ANSELMO FUERTE,ZOR-BH,,,1986,4094,24,402452,4333,time
32,PRIMOZ CERIN,MALVOR-BOTTECCHIA-SIDI,,,1986,4094,24,402599,4480,time
33,JOSÉ ANTONIO AGUDELO GOMEZ,TEKA,,,1986,4094,24,402632,4513,time
34,DAG OTTO LAURITZEN,PEUGEOT-SHELL,,,1986,4094,24,402666,4547,time
35,ROBERT FOREST,PEUGEOT-SHELL,,,1986,4094,24,402698,4579,time
36,PELLO RUIZ-CABESTANY,SEAT-ORBEA,,,1986,4094,24,402701,4582,time
37,EDDY SCHEPERS,CARRERA JEANS,,,1986,4094,24,402819,4700,time
38,FEDERICO ECHAVE,TEKA,,,1986,4094,24,402852,4733,time
39,PHIL ANDERSON,PANASONIC,,,1986,4094,24,402900,4781,time
40,JÉSUS RODRIGUEZ-MAGRO,ZOR-BH,,,1986,4094,24,402928,4809,time
41,SILVANO CONTINI,GIS-GELATI,,,1986,4094,24,403057,4938,time
42,MARTIN RAMIREZ,FAGOR,,,1986,4094,24,403065,4946,time
43,HENDRIK DEVOS,HITACHI-MARC-SPLENDOR,,,1986,4094,24,403202,5083,time
44,CHARLY BERARD,LA VIE CLAIRE-WONDER-RADAR,,,1986,4094,24,403461,5342,time
45,DOMINIQUE GARDE,KAS-MAVIC,,,1986,4094,24,403470,5351,time
46,MARTIN EARLEY,FAGOR,,,1986,4094,24,403549,5430,time
47,GILLES MAS,RMO-MERAL-MAVIC,,,1986,4094,24,403635,5516,time
48,STEPHEN ROCHE,CARRERA JEANS,,,1986,4094,24,403669,5550,time
49,ERICH MAECHLER,CARRERA JEANS,,,1986,4094,24,403684,5565,time
50,HERIBERTO Uran,POSTOBON,,,1986,4094,24,403914,5795,time
51,JAN NEVENS,JOKER-EMERXIL-EDDY MERCKX,,,1986,4094,24,403954,5835,time
52,JOHAN VAN DER VELDE,PANASONIC,,,1986,4094,24,403994,5875,time
53,CARLOS HERNANDEZ,REYNOLDS-TS BATTERIES,,,1986,4094,24,404012,5893,time
54,GUY NULENS,PANASONIC,,,1986,4094,24,404067,5948,time
55,CARLOS JARAMILLO,POSTOBON,,,1986,4094,24,404107,5988,time
56,JEAN-CLAUDE LECLERCQ,KAS-MAVIC,,,1986,4094,24,404162,6043,time
57,JEAN-CLAUDE GARDE,KAS-MAVIC,,,1986,4094,24,404176,6057,time
58,JEAN-PHILIPPE VANDENBRANDE,HITACHI-MARC-SPLENDOR,,,1986,4094,24,404202,6083,time
59,JUAN-CARLOS ROZAS,ZOR-BH,,,1986,4094,24,404230,6111,time
60,ENRIQUE ALBERTO AJA CAGIGAS,TEKA,,,1986,4094,24,404271,6152,time
61,GÉRARD VELDSCHOLTEN,PDM,,,1986,4094,24,404296,6177,time
62,BERNARD VALLET,RMO-MERAL-MAVIC,,,1986,4094,24,404311,6192,time
63,BOB ROLL,SEVEN ELEVEN-HOONVED,,,1986,4094,24,404325,6206,time
64,DIRK DE WOLF,HITACHI-MARC-SPLENDOR,,,1986,4094,24,404376,6257,time
65,TWAN POELS,KWANTUM HALLEN-DECOSOL,,,1986,4094,24,404376,6257,time
66,ENNIO VANOTTI,GIS-GELATI,,,1986,4094,24,404439,6320,time
67,PAUL HAGHEDOOREN,JOKER-EMERXIL-EDDY MERCKX,,,1986,4094,24,404598,6479,time
68,FRANÇOIS LEMARCHAND,FAGOR,,,1986,4094,24,404664,6545,time
69,LUDO PEETERS,KWANTUM HALLEN-DECOSOL,,,1986,4094,24,404670,6551,time
70,NICO EMONDS,KWANTUM HALLEN-DECOSOL,,,1986,4094,24,404678,6559,time
71,MANUEL CARDENAS ESPEITIA,TEKA,,,1986,4094,24,404730,6611,time
72,GUIDO VAN CALSTER,ZOR-BH,,,1986,4094,24,404761,6642,time
73,BRUNO LEALI,CARRERA JEANS,,,1986,4094,24,404828,6709,time
74,BEAT BREU,CARRERA JEANS,,,1986,4094,24,404833,6714,time
75,INAKI GASTON,KAS-MAVIC,,,1986,4094,24,404874,6755,time
76,DOMINIQUE ARNAUD,REYNOLDS-TS BATTERIES,,,1986,4094,24,404953,6834,time
77,JORGEN PEDERSEN,CARRERA JEANS,,,1986,4094,24,404991,6872,time
78,JOS HAEX,HITACHI-MARC-SPLENDOR,,,1986,4094,24,404997,6878,time
79,JULIAN GOROSPE,REYNOLDS-TS BATTERIES,,,1986,4094,24,405090,6971,time
80,JEFF PIERCE,SEVEN ELEVEN-HOONVED,,,1986,4094,24,405136,7017,time
81,MAARTEN DUCROT,KWANTUM HALLEN-DECOSOL,,,1986,4094,24,405201,7082,time
82,ACACIO DA SILVA,MALVOR-BOTTECCHIA-SIDI,,,1986,4094,24,405204,7085,time
83,NESTOR MORA,POSTOBON,,,1986,4094,24,405225,7106,time
84,GERRIE KNETEMANN,PDM,,,1986,4094,24,405227,7108,time
85,DOMINIQUE GAIGNE,SYSTEME U,,,1986,4094,24,405286,7167,time
86,MARCO-ANTONIO LEON,CAFÉ DE COLOMBIA-PILAS VARTA,,,1986,4094,24,405368,7249,time
87,VICENTE RIDAURA,SEAT-ORBEA,,,1986,4094,24,405378,7259,time
88,CHRISTOPHE LAVAINNE,SYSTEME U,,,1986,4094,24,405379,7260,time
89,ERIC VAN LANCKER,PANASONIC,,,1986,4094,24,405432,7313,time
90,JAN VAN WIJK,PDM,,,1986,4094,24,405474,7355,time
91,ALESSANDRO POZZI,GIS-GELATI,,,1986,4094,24,405538,7419,time
92,GUIDO BONTEMPI,CARRERA JEANS,,,1986,4094,24,405538,7419,time
93,RÉGIS SIMON,RMO-MERAL-MAVIC,,,1986,4094,24,405625,7506,time
94,FRANCISCO-JOSÉ ANTEQUERA,ZOR-BH,,,1986,4094,24,405627,7508,time
95,ALAIN VIGNERON,LA VIE CLAIRE-WONDER-RADAR,,,1986,4094,24,405627,7508,time
96,RON KIEFEL,SEVEN ELEVEN-HOONVED,,,1986,4094,24,405717,7598,time
97,PHILIPPE LELEU,LA VIE CLAIRE-WONDER-RADAR,,,1986,4094,24,405742,7623,time
98,ERIC BOYER,SYSTEME U,,,1986,4094,24,405766,7647,time
99,JÖRG MULLER,KAS-MAVIC,,,1986,4094,24,405785,7666,time
100,FRÉDÉRIC VICHOT,KAS-MAVIC,,,1986,4094,24,405814,7695,time
101,GERRIT SOLLEVELD,KWANTUM HALLEN-DECOSOL,,,1986,4094,24,405859,7740,time
102,WIM VAN EYNDE,JOKER-EMERXIL-EDDY MERCKX,,,1986,4094,24,405965,7846,time
103,LUC ROOSEN,KWANTUM HALLEN-DECOSOL,,,1986,4094,24,405967,7848,time
104,RUDY ROGIERS,HITACHI-MARC-SPLENDOR,,,1986,4094,24,405988,7869,time
105,JAN WIJNANTS,HITACHI-MARC-SPLENDOR,,,1986,4094,24,405993,7874,time
106,ISRAËL CORREDOR,POSTOBON,,,1986,4094,24,406043,7924,time
107,FRÉDERIC BRUN,PEUGEOT-SHELL,,,1986,4094,24,406110,7991,time
108,THIERRY MARIE,SYSTEME U,,,1986,4094,24,406123,8004,time
109,FRANCESCO ROSSIGNOLI,CARRERA JEANS,,,1986,4094,24,406155,8036,time
110,ADRI VAN DER POEL,KWANTUM HALLEN-DECOSOL,,,1986,4094,24,406179,8060,time
111,ERIC LOUVEL,PEUGEOT-SHELL,,,1986,4094,24,406200,8081,time
112,SEAN YATES,PEUGEOT-SHELL,,,1986,4094,24,406239,8120,time
113,MICHEL DERNIES,JOKER-EMERXIL-EDDY MERCKX,,,1986,4094,24,406248,8129,time
114,RAÚL ALCALÁ,SEVEN ELEVEN-HOONVED,,,1986,4094,24,406272,8153,time
115,JAIME VILAMAJO,SEAT-ORBEA,,,1986,4094,24,406320,8201,time
116,FRANK HOSTE,FAGOR,,,1986,4094,24,406345,8226,time
117,JÉSUS HERNANDEZ-UBEDA,REYNOLDS-TS BATTERIES,,,1986,4094,24,406365,8246,time
118,ANDRÉ CHAPPUIS,RMO-MERAL-MAVIC,,,1986,4094,24,406375,8256,time
119,JEAN-LUC VANDENBROUCKE,KAS-MAVIC,,,1986,4094,24,406397,8278,time
120,ALEX STIEDA,SEVEN ELEVEN-HOONVED,,,1986,4094,24,406506,8387,time
121,JOSÉ-LUIS LAGUIA,REYNOLDS-TS BATTERIES,,,1986,4094,24,406507,8388,time
122,RUDY DHAENENS,HITACHI-MARC-SPLENDOR,,,1986,4094,24,406517,8398,time
123,MARC GOMEZ,REYNOLDS-TS BATTERIES,,,1986,4094,24,406592,8473,time
124,ALAIN BONDUE,SYSTEME U,,,1986,4094,24,406642,8523,time
125,ERIC VANDERAERDEN,PANASONIC,,,1986,4094,24,406669,8550,time
126,ANTONIO ESPARZA,SEAT-ORBEA,,,1986,4094,24,406684,8565,time
127,GUIDO WINTERBERG,LA VIE CLAIRE-WONDER-RADAR,,,1986,4094,24,406965,8846,time
129,JOS LIECKENS,JOKER-EMERXIL-EDDY MERCKX,,,1986,4094,24,407080,8961,time
130,FRANCIS CASTAING,RMO-MERAL-MAVIC,,,1986,4094,24,407835,9716,time
131,PAUL KIMMAGE,RMO-MERAL-MAVIC,,,1986,4094,24,407965,9846,time
132,ENNIO SALVADOR,GIS-GELATI,,,1986,4094,24,408670,10551,time
1,STEPHEN ROCHE,CARRERA JEANS,,,1987,4231,26,415662,0,time
2,PEDRO DELGADO,PDM,,,1987,4231,26,415702,40,time
3,JEAN-FRANÇOIS BERNARD,TOSHIBA-LOOK-LA VIE CLAIRE,,,1987,4231,26,415795,133,time
4,CHARLY MOTTET,SYSTEME U,,,1987,4231,26,416062,400,time
5,LUIS ''LUCHO'' HERRERA,CAFÉ DE COLOMBIA,,,1987,4231,26,416234,572,time
6,FABIO PARRA,CAFÉ DE COLOMBIA,,,1987,4231,26,416675,1013,time
7,LAURENT FIGNON,SYSTEME U,,,1987,4231,26,416766,1104,time
8,ANSELMO FUERTE,B.H.,,,1987,4231,26,416775,1113,time
9,RAÚL ALCALÁ,SEVEN ELEVEN-HOONVED,,,1987,4231,26,416971,1309,time
10,MARINO LEJARETTA,CAJA RURAL-ORBEA,,,1987,4231,26,417235,1573,time
11,CLAUDE CRIQUIELION,HITACHI-MARC-ROSSIN-MAVIC,,,1987,4231,26,417494,1832,time
12,FEDERICO ECHAVE,B.H.,,,1987,4231,26,417528,1866,time
13,MARTIN RAMIREZ,CAFÉ DE COLOMBIA,,,1987,4231,26,417877,2215,time
14,GÉRARD ZADROBILEK,SUPERMERCATI BRIANZOLI-CHATEAU D'AX,,,1987,4231,26,418097,2435,time
15,LUCIANO LORO,DEL TONGO-COLNAGO,,,1987,4231,26,418294,2632,time
16,ANDREW ''ANDY'' HAMPSTEN,SEVEN ELEVEN-HOONVED,,,1987,4231,26,418309,2647,time
17,JEAN-RENÉ BERNAUDEAU,FAGOR,,,1987,4231,26,418498,2836,time
18,RAFAËL ACEVEDO PORRAS,CAFÉ DE COLOMBIA,,,1987,4231,26,418695,3033,time
19,ROBERT MILLAR,PANASONIC-ISOSTAR,,,1987,4231,26,418709,3047,time
20,DENIS ROUX,Z-PEUGEOT,,,1987,4231,26,418795,3133,time
21,ERIK BREUKINK,PANASONIC-ISOSTAR,,,1987,4231,26,418877,3215,time
22,PEDRO MUNOZ,FAGOR,,,1987,4231,26,419229,3567,time
23,ERIC CARITOUX,FAGOR,,,1987,4231,26,419595,3933,time
24,OMAR HERNANDEZ,RYALCAO-MANZANA-POSTOBON,,,1987,4231,26,420112,4450,time
25,EDUARDO CHOZAS OLMO,TEKA,,,1987,4231,26,420161,4499,time
26,NICO BREU,JOKER-EMERXIL-EDDY MERCKX,,,1987,4231,26,420464,4802,time
27,PHIL ANDERSON,PANASONIC-ISOSTAR,,,1987,4231,26,420505,4843,time
28,GILLES SANDERS,KAS-MIKO-MAVIC,,,1987,4231,26,420519,4857,time
29,JESPER SKIBBY,ROLAND-SKALA-CHIORI-COLNAGO,,,1987,4231,26,420535,4873,time
30,EDDY SCHEPERS,CARRERA JEANS,,,1987,4231,26,420595,4933,time
31,GUIDO VAN CALSTER,B.H.,,,1987,4231,26,420869,5207,time
32,GILLES MAS,RMO-MERAL-MAVIC,,,1987,4231,26,420870,5208,time
33,JEAN-CLAUDE BAGOT,FAGOR,,,1987,4231,26,420898,5236,time
34,MARTIAL GAYANT,SYSTEME U,,,1987,4231,26,421019,5357,time
35,JOSÉ-SALVADOR SANCHIS,CAJA RURAL-ORBEA,,,1987,4231,26,421068,5406,time
36,JUAN-CARLOS CASTILLO,CAFÉ DE COLOMBIA,,,1987,4231,26,421243,5581,time
37,BRUNO CORNILLET,Z-PEUGEOT,,,1987,4231,26,421279,5617,time
38,ROBERT FOREST,FAGOR,,,1987,4231,26,415661,0,time
39,DAG OTTO LAURITZEN,SEVEN ELEVEN-HOONVED,,,1987,4231,26,421414,5752,time
40,CHRISTOPHE LAVAINNE,SYSTEME U,,,1987,4231,26,421434,5772,time
41,JOKIN MUJIKA,CAJA RURAL-ORBEA,,,1987,4231,26,421437,5775,time
42,JÉRÔME SIMON,Z-PEUGEOT,,,1987,4231,26,421447,5785,time
43,JOSÉ-LUIS LAGUIA,PDM,,,1987,4231,26,421569,5907,time
44,MARCO-ANTONIO LEON,CAFÉ DE COLOMBIA,,,1987,4231,26,421642,5980,time
45,PETER STEVENHAAGEN,PDM,,,1987,4231,26,421772,6110,time
46,JULIO-CÉSAR CADENA,CAFÉ DE COLOMBIA,,,1987,4231,26,421913,6251,time
47,MARC MADIOT,SYSTEME U,,,1987,4231,26,422068,6406,time
48,GERT-JAN THEUNISSE,PDM,,,1987,4231,26,422447,6785,time
49,ROLF GOLZ,SUPERCONFEX-KWANTUM-YOKO-COLNAGO,,,1987,4231,26,422526,6864,time
50,JEAN-CLAUDE LECLERCQ,TOSHIBA-LOOK-LA VIE CLAIRE,,,1987,4231,26,422542,6880,time
51,FABIAN FUCHS,HITACHI-MARC-ROSSIN-MAVIC,,,1987,4231,26,422573,6911,time
52,ROQUE DE LA CRUZ,CAJA RURAL-ORBEA,,,1987,4231,26,422598,6936,time
53,PASCAL SIMON,Z-PEUGEOT,,,1987,4231,26,422761,7099,time
54,DOMINIQUE GARDE,TOSHIBA-LOOK-LA VIE CLAIRE,,,1987,4231,26,422806,7144,time
55,SILVANO CONTINI,DEL TONGO-COLNAGO,,,1987,4231,26,422817,7155,time
56,ERIC VAN LANCKER,PANASONIC-ISOSTAR,,,1987,4231,26,422848,7186,time
57,BERNARD GAVILLET,SYSTEME U,,,1987,4231,26,422880,7218,time
58,ENRIQUE ALBERTO AJA CAGIGAS,TEKA,,,1987,4231,26,422910,7248,time
59,CHARLY BERARD,TOSHIBA-LOOK-LA VIE CLAIRE,,,1987,4231,26,422953,7291,time
60,BERNARD VALLET,RMO-MERAL-MAVIC,,,1987,4231,26,423141,7479,time
61,GUY NULENS,PANASONIC-ISOSTAR,,,1987,4231,26,423208,7546,time
62,KIM ANDERSEN,TOSHIBA-LOOK-LA VIE CLAIRE,,,1987,4231,26,423210,7548,time
63,NESTOR MORA,RYALCAO-MANZANA-POSTOBON,,,1987,4231,26,423229,7567,time
64,ACACIO DA SILVA,KAS-MIKO-MAVIC,,,1987,4231,26,423669,8007,time
65,MARTIN EARLEY,FAGOR,,,1987,4231,26,423724,8062,time
66,PHILIPPE BOUVATIER,B.H.,,,1987,4231,26,423812,8150,time
67,PASCAL POISSON,SYSTEME U,,,1987,4231,26,423827,8165,time
68,JORGEN PEDERSEN,CARRERA JEANS,,,1987,4231,26,423867,8205,time
69,ARGEMIRO BOHORQUEZ,CAFÉ DE COLOMBIA,,,1987,4231,26,423997,8335,time
70,ADRIAN TIMMIS,A.N.C-HALFORDS-LYCRA,,,1987,4231,26,424023,8361,time
71,JOS HAEX,HITACHI-MARC-ROSSIN-MAVIC,,,1987,4231,26,424111,8449,time
72,RÉGIS CLERE,TEKA,,,1987,4231,26,424143,8481,time
73,YVON MADIOT,SYSTEME U,,,1987,4231,26,424179,8517,time
74,STEVE BAUER,TOSHIBA-LOOK-LA VIE CLAIRE,,,1987,4231,26,424343,8681,time
75,FRANÇOIS LEMARCHAND,FAGOR,,,1987,4231,26,424479,8817,time
76,JEAN-PHILIPPE VANDENBRANDE,HITACHI-MARC-ROSSIN-MAVIC,,,1987,4231,26,424600,8938,time
77,JEAN-FRANÇOIS RAULT,RMO-MERAL-MAVIC,,,1987,4231,26,424668,9006,time
78,JÉSUS RODRIGUEZ-MAGRO,TEKA,,,1987,4231,26,424670,9008,time
79,MARC GOMEZ,REYNOLDS-SEUR-SADA,,,1987,4231,26,424722,9060,time
80,GILBERT DUCLOS-LASSALLE,Z-PEUGEOT,,,1987,4231,26,424743,9081,time
81,ALESSANDRO POZZI,DEL TONGO-COLNAGO,,,1987,4231,26,424770,9108,time
82,RON KIEFEL,SEVEN ELEVEN-HOONVED,,,1987,4231,26,424876,9214,time
83,JULIAN GOROSPE,REYNOLDS-SEUR-SADA,,,1987,4231,26,425033,9371,time
84,TEUN VAN VLIET,PANASONIC-ISOSTAR,,,1987,4231,26,425236,9574,time
